Product Description	Price	Prime Status	Product URL	Stars	Number of Reviews
Scheda Grafica RX 580, Scheda Grafica da Gioco GDDR5 da 8 GB a 256 Bit, PCI Express 3.0x16, 3 DisplayPort HDMI DVI, Schede Video per PC con Doppio Raffreddamento Ad Aria, Supporto per Display 4K	179,	Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTozNzQ2Nzc0NzI0Mzc0Njc3OjE2OTk1NDc3MjI6c3BfYnRmOjIwMTExMTcwNTY2Njk4OjowOjo&url=%2FGrafica-Express-DisplayPort-Raffreddamento-Supporto%2Fdp%2FB0B8YSZ42P%2Fref%3Dsr_1_59_sspa%3Fkeywords%3Dgpu%26qid%3D1699547722%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1	3,0 su 5 stelle	4
LINKUP - 30cm Cavo di Prolunga PSU Super Morbido e Flessibile con Guaina Personalizzata GPU PC Intrecciata con Kit Pettine┃1x 24 P (20+4)┃2x 8 P (4+4) CPU┃2x 8 P (6+2) GPU set┃300mm - Verde Nero	46,	Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTozNzQ2Nzc0NzI0Mzc0Njc3OjE2OTk1NDc3MjI6c3BfYnRmOjIwMDU2NDU3ODQ2ODA2OjowOjo&url=%2FLINKUP-Flessibile-Personalizzata-Intrecciata-Pettine%25E2%2594%25831x%2Fdp%2FB08HPD3N9V%2Fref%3Dsr_1_60_sspa%3Fkeywords%3Dgpu%26qid%3D1699547722%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1	4,5 su 5 stelle	7.062
KEDIERS Case PC - PC da gioco ATX Tower in vetro temperato con 9 ventole ARGB，C590，bianco	129,90	Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToxNDQ3MDU5OTE2ODQxNjc3OjE2OTk1NDc3Mjg6c3BfYXRmX25leHQ6MjAxMjQ5Mzg4ODcxOTg6OjA6Og&url=%2FKEDIERS-C590-Premium-Case-Gaming%2Fdp%2FB0B4KJ77PG%2Fref%3Dsr_1_49_sspa%3Fkeywords%3Dgpu%26qid%3D1699547728%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1	3,8 su 5 stelle	443
Kit di Raffreddamento ad Acqua per Computer PC, Set di Raffreddamento a Liquido per CPU all-in-One Fai-da-Te: dissipatore di Calore da 240 mm CPU/GPU Blocco Serbatoio Pompa LED Ventola	185,19	Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToxNDQ3MDU5OTE2ODQxNjc3OjE2OTk1NDc3Mjg6c3BfYXRmX25leHQ6MzAwMDQ5OTEzMzk2ODMyOjowOjo&url=%2FRaffreddamento-Acqua-Computer-Liquido-all%2Fdp%2FB08HVSCM2V%2Fref%3Dsr_1_50_sspa%3Fkeywords%3Dgpu%26qid%3D1699547728%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1	3,6 su 5 stelle	3
Scheda Grafica RX 580, Scheda Grafica GDDR5 da 8 GB con GPU 1284 MHz, 60 Hz 4K, PCI Express 3.0, 2 Ventole di Raffreddamento, Scheda Grafica da Gioco per CAD 3D, CAM, Editing Video e Immagini	120,17	Non-Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToxNDQ3MDU5OTE2ODQxNjc3OjE2OTk1NDc3Mjg6c3BfYXRmX25leHQ6MzAwMDA1NzE3NDg0NDMyOjowOjo&url=%2FGrafica-Express-Ventole-Raffreddamento-Immagini%2Fdp%2FB0BHWXNCH4%2Fref%3Dsr_1_51_sspa%3Fkeywords%3Dgpu%26qid%3D1699547728%26sr%3D8-51-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1	3,6 su 5 stelle	42
Feredery RX580 8G AMD Gaming Graphics Card 8GB GDDR5 256BIT 2048SP 1206MHz/1500MHz PCI-E3.0 X16 DP -Interfaccia compatibile	135,97	Non-Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToxNDQ3MDU5OTE2ODQxNjc3OjE2OTk1NDc3Mjg6c3BfYXRmX25leHQ6MzAwMDEzODIxMjAxMjMyOjowOjo&url=%2FFeredery-Graphics-PCI-E3-0-Interfaccia-compatibile%2Fdp%2FB0BSF2GLQK%2Fref%3Dsr_1_52_sspa%3Fkeywords%3Dgpu%26qid%3D1699547728%26sr%3D8-52-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1	N/A	N/A
ASUS NVIDIA GeForce GT 730 Scheda Grafica PCIe 2.0, Memoria DDR3 2 GB, Raffreddamento Passivo, Auto-Extreme, GPU Tweak II, Grigio	76,89	Prime	https://www.amazon.it/ASUS-GeForce-Grafica-Raffreddamento-Auto-Extreme/dp/B0BHDVLWJQ/ref=sr_1_53?keywords=gpu&qid=1699547728&sr=8-53	4,6 su 5 stelle	5
ASUS ROG Strix AMD Radeon RX 6650 XT V2 OC Edition Scheda Grafica, 8 GB GDDR6 128-bit 17,5 Gbps PCIE 4.0, GPU Tweak III, ROG-STRIX-RX6650XT-O8G-V2-GAMING	283,14	Non-Prime	https://www.amazon.it/ASUS-Radeon-Grafica-128-bit-ROG-STRIX-RX6650XT-O8G-V2-GAMING/dp/B0BSH7B4LY/ref=sr_1_54?keywords=gpu&qid=1699547728&sr=8-54	4,3 su 5 stelle	154
ASUS TUF Gaming NVIDIA GeForce RTX 4070 OC Edition Scheda Grafica, 12GB GDDR6X 192-bit 21 Gbps PCIE 4.0, GPU NVIDIA Ada Lovelace, TUF-RTX4070-O12G-GAMING	741,19	Non-Prime	https://www.amazon.it/ASUS-GeForce-Grafica-Lovelace-TUF-RTX4070-O12G-GAMING/dp/B0BVMM9VB1/ref=sr_1_55?keywords=gpu&qid=1699547728&sr=8-55	4,5 su 5 stelle	68
LINKUP - AVA5 Cavo Riser PCIE 5.0┃Pronto Futuro per Supporto GPU Verticale Gen 5┃Velocità x16 128GB/s con Ritiming del Link e Correzione Errori di Potenza┃PCIE 4.0 Compatibile┃Angolo Retto, Nero 15cm	88,95	Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToxNDE1OTcxMTM0MTI5Njc3OjE2OTk1NDc3Mjg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDA2OTM5OTM5MTgzMjo6MDo6&url=%2FLINKUP-5-0%25E2%2594%2583Pronto-5%25E2%2594%2583Velocit%25C3%25A0-Potenza%25E2%2594%2583PCIE-Compatibile%25E2%2594%2583Angolo%2Fdp%2FB0CC3SZZ7R%2Fref%3Dsxin_17_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.67a3e64a-7fcc-40cb-a348-256ff292c061%253Aamzn1.sym.67a3e64a-7fcc-40cb-a348-256ff292c061%26cv_ct_cx%3Dgpu%26keywords%3Dgpu%26pd_rd_i%3DB0CC3SZZ7R%26pd_rd_r%3Da3df18db-e2b0-4ded-abbb-77175e73a54f%26pd_rd_w%3DfgIsc%26pd_rd_wg%3DeXRMi%26pf_rd_p%3D67a3e64a-7fcc-40cb-a348-256ff292c061%26pf_rd_r%3DZF1Z3JFT71FC2P10M8E8%26qid%3D1699547728%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-49-b1149505-6a8e-43e6-ad16-2b4f2671e365-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1	4,5 su 5 stelle	2.003
upHere GPU Scheda di Supporto LED ARGB Scheda Grafica Scheda Video per Supporto a Sfera/Custodia per Frame, schede Singole o Doppie,G276ARGB	15,99	Non-Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToxNDE1OTcxMTM0MTI5Njc3OjE2OTk1NDc3Mjg6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMTI4MzI1NTk4MTk4OjoxOjo&url=%2FupHere-G276ARGB-Supporto-supporto-grafica%2Fdp%2FB08YYB3WM2%2Fref%3Dsxin_17_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.67a3e64a-7fcc-40cb-a348-256ff292c061%253Aamzn1.sym.67a3e64a-7fcc-40cb-a348-256ff292c061%26cv_ct_cx%3Dgpu%26keywords%3Dgpu%26pd_rd_i%3DB08YYB3WM2%26pd_rd_r%3Da3df18db-e2b0-4ded-abbb-77175e73a54f%26pd_rd_w%3DfgIsc%26pd_rd_wg%3DeXRMi%26pf_rd_p%3D67a3e64a-7fcc-40cb-a348-256ff292c061%26pf_rd_r%3DZF1Z3JFT71FC2P10M8E8%26qid%3D1699547728%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-50-b1149505-6a8e-43e6-ad16-2b4f2671e365-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1	4,2 su 5 stelle	892
upHere Nero Supporto GPU Scheda Grafica,360 gradi di regolazione Supporto GPU in Alluminio,impedisce la Scheda Grafica Sag Holder, Supporta tutte le Schede Grafiche,GH05K	13,99	Non-Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToxNDE1OTcxMTM0MTI5Njc3OjE2OTk1NDc3Mjg6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMTYwMTQ2NTM0OTk4OjoyOjo&url=%2FupHere-Supporto-regolazione-Alluminio-impedisce%2Fdp%2FB0C27ZFWFM%2Fref%3Dsxin_17_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.67a3e64a-7fcc-40cb-a348-256ff292c061%253Aamzn1.sym.67a3e64a-7fcc-40cb-a348-256ff292c061%26cv_ct_cx%3Dgpu%26keywords%3Dgpu%26pd_rd_i%3DB0C27ZFWFM%26pd_rd_r%3Da3df18db-e2b0-4ded-abbb-77175e73a54f%26pd_rd_w%3DfgIsc%26pd_rd_wg%3DeXRMi%26pf_rd_p%3D67a3e64a-7fcc-40cb-a348-256ff292c061%26pf_rd_r%3DZF1Z3JFT71FC2P10M8E8%26qid%3D1699547728%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-51-b1149505-6a8e-43e6-ad16-2b4f2671e365-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1	4,5 su 5 stelle	706
Pilikoll Supporto Scheda Grafica Nero Supporto Scheda Grafica GPU Supporto Scheda Video Staffa di Supporto in Alluminio(L)	11,99	Non-Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToxNDE1OTcxMTM0MTI5Njc3OjE2OTk1NDc3Mjg6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMTI4Mzc3MzU2NDk4OjozOjo&url=%2FPilikoll-Supporto-Scheda-Grafica-Alluminio%2Fdp%2FB0BWF51X5C%2Fref%3Dsxin_17_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.67a3e64a-7fcc-40cb-a348-256ff292c061%253Aamzn1.sym.67a3e64a-7fcc-40cb-a348-256ff292c061%26cv_ct_cx%3Dgpu%26keywords%3Dgpu%26pd_rd_i%3DB0BWF51X5C%26pd_rd_r%3Da3df18db-e2b0-4ded-abbb-77175e73a54f%26pd_rd_w%3DfgIsc%26pd_rd_wg%3DeXRMi%26pf_rd_p%3D67a3e64a-7fcc-40cb-a348-256ff292c061%26pf_rd_r%3DZF1Z3JFT71FC2P10M8E8%26qid%3D1699547728%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-52-b1149505-6a8e-43e6-ad16-2b4f2671e365-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1	4,6 su 5 stelle	216
Supporto Scheda Grafica, Supporto Scheda Video, Supporto GPU, alluminio aerospaziale anodizzato, Nero	11,99	Non-Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToxNDE1OTcxMTM0MTI5Njc3OjE2OTk1NDc3Mjg6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDc0NjE1MTc4MTk4Ojo0Ojo&url=%2FOne-enjoy-Alluminio-aerospaziale-anodizzato%2Fdp%2FB08C2CTPV6%2Fref%3Dsxin_17_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.67a3e64a-7fcc-40cb-a348-256ff292c061%253Aamzn1.sym.67a3e64a-7fcc-40cb-a348-256ff292c061%26cv_ct_cx%3Dgpu%26keywords%3Dgpu%26pd_rd_i%3DB08C2CTPV6%26pd_rd_r%3Da3df18db-e2b0-4ded-abbb-77175e73a54f%26pd_rd_w%3DfgIsc%26pd_rd_wg%3DeXRMi%26pf_rd_p%3D67a3e64a-7fcc-40cb-a348-256ff292c061%26pf_rd_r%3DZF1Z3JFT71FC2P10M8E8%26qid%3D1699547728%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-53-b1149505-6a8e-43e6-ad16-2b4f2671e365-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1	4,5 su 5 stelle	1.962
Ownkim 1 Pezzi Supporto Scheda Grafica - Stabilità e Durata per Schede Video, GPU e Custodie - Design Magnetico, Regolabile, Alluminio aerospaziale anodizzato	7,99	Non-Prime	https://www.amazon.it/Ownkim-Pezzi-Supporto-Scheda-Grafica/dp/B0CJB5JGF1/ref=sr_1_56?keywords=gpu&qid=1699547728&sr=8-56	N/A	N/A
adspow Supporto Scheda Grafica GPU, Supporto Scheda Video, Supporto in Alluminio per Scheda Video Nero Supporto GPU Altezza Regolabile, Mini (27-50 mm)	6,99	Non-Prime	https://www.amazon.it/adspow-Supporto-Grafica-Alluminio-Regolabile/dp/B0BX9H2G12/ref=sr_1_57?keywords=gpu&qid=1699547728&sr=8-57	4,7 su 5 stelle	145
ASUS TUF Gaming NVIDIA GeForice RTX 3070 V2 OC Edition Scheda Grafica, 8GB GDDR6, PCIe 4.0, HDMI 2.1, DisplayPort 1.4a, GPU Tweak II, Componenti di Livello Militare, LHR	592,37	Non-Prime	https://www.amazon.it/ASUS-GeForice-DisplayPort-Consigliata-Componenti/dp/B097TCX8QL/ref=sr_1_58?keywords=gpu&qid=1699547728&sr=8-58	4,7 su 5 stelle	171
EZDIY-FAB GPU Holder Brace Supporto Della Scheda Grafica GPU Supporto Della Scheda Video con 5V 3 pin ARGB LED,Video Card Sag Holder/Holster Bracket Support RX6700,RTX3090-309EZ-Nero	19,99	Non-Prime	https://www.amazon.it/EZDIY-FAB-Supporto-Grafica-Holster-RTX3090-309EZ-Nero/dp/B0946MYTH7/ref=sr_1_59?keywords=gpu&qid=1699547728&sr=8-59	4,2 su 5 stelle	99
MUTOUHE Supporto per scheda grafica, supporto GPU in alluminio per schede grafiche regolabili per una vasta gamma di computer e schede grafiche (nero)	5,99	Non-Prime	https://www.amazon.it/MUTOUHE-Supporto-supporto-alluminio-regolabili/dp/B0C5Q3BL3X/ref=sr_1_60?keywords=gpu&qid=1699547728&sr=8-60	5,0 su 5 stelle	3
ASUS Dual GeForce RTX 2060 OC Edition EVO, Scheda Grafica Gaming, 6GB GDDR6, PCIe 3.0, HDMI 2.0b, DisplayPort, DirectX 12, Due Ventole Axial-Tech, PSU Consigliata 500W, GPU Tweak II, Nero	268,68	Non-Prime	https://www.amazon.it/ASUS-GeForce-DisplayPort-Axial-Tech-Consigliata/dp/B07V1Y6Y2J/ref=sr_1_61?keywords=gpu&qid=1699547728&sr=8-61	4,6 su 5 stelle	921
EZDIY-FAB RGB Scheda Grafica, GPU Colorato Supporto Scheda Video, Sag Titolare Staffa 5V a 3 Pin	19,99	Non-Prime	https://www.amazon.it/EZDIY-FAB-Grafica-Colorato-Supporto-Titolare/dp/B07X8P71WQ/ref=sr_1_62?keywords=gpu&qid=1699547728&sr=8-62	4,3 su 5 stelle	1.236
MAXSUN GeForce GT 730 - Scheda Video Nvidia GPU da 4 GB per computer PC Scheda Grafica 128 bit DDR3 ITX Design PCI Express DVI-I, HDMI, VGA	82,99	Non-Prime	https://www.amazon.it/MAXSUN-GeForce-Design-Express-grafica/dp/B097GMQWRN/ref=sr_1_63?keywords=gpu&qid=1699547728&sr=8-63	4,2 su 5 stelle	94
ASUS TUF Gaming GeForce RTX 4080 O16G OC Scheda Grafica Gaming, OpenGL 4.6, 16 GB GDDR6X, PCIe 4.0, HDMI 2.1a, DisplayPort 1.4a, GPU Tweak III, Nero	1.405,99	Non-Prime	https://www.amazon.it/ASUS-Gaming-GeForce-Grafica-DisplayPort/dp/B0BJQPQDSM/ref=sr_1_64?keywords=gpu&qid=1699547728&sr=8-64	4,3 su 5 stelle	266
ASUS Nvidia GeForce RTX 3060, Scheda Grafica, Nero, Full-Height/Full-Length (FH/FL)	377,89	Prime	https://www.amazon.it/Nvidia-GeForce-Grafica-Full-Height-Full-Length/dp/B0966689N3/ref=sr_1_65?keywords=gpu&qid=1699547728&sr=8-65	4,6 su 5 stelle	585
EZDIY-FAB Staffa di Supporto per GPU, Supporto per Scheda Grafica ARGB 5V 3PIN, Supporto per GPU Regolabile in Altezza, Supporto per Scheda Video in Alluminio - Bianco	17,99	Non-Prime	https://www.amazon.it/EZDIY-FAB-Supporto-Grafica-Regolabile-Alluminio/dp/B0C7GC6JTN/ref=sr_1_66?keywords=gpu&qid=1699547728&sr=8-66	4,5 su 5 stelle	122
ASUS Dual Nvidia GeForce RTX 2060 6GB EVO Gaming Scheda Grafica, 6GB GDDR6 192-bit PCIE 4.0, GPU NVIDIA Ampere	307,00	Prime	https://www.amazon.it/ASUS-Nvidia-GeForce-Grafica-192-bit/dp/B07V32M9SQ/ref=sr_1_67?keywords=gpu&qid=1699547728&sr=8-67	4,6 su 5 stelle	306
ASUS TUF Gaming NVIDIA GeForce RTX 3070 Ti OC Edition V2 Scheda Grafica Gaming, OpenGL 4.6, 8 GB GDDR6, PCIe 4.0, HDMI 2.1a, DisplayPort 1.4a, GPU Tweak III, Nero	590,23	Non-Prime	https://www.amazon.it/ASUS-Gaming-GeForce-Grafica-DisplayPort/dp/B0BNNG8H6B/ref=sr_1_68?keywords=gpu&qid=1699547728&sr=8-68	4,4 su 5 stelle	68
ASUS Phoenix GeForce RTX 3060 V2 Scheda Grafica, 12 GB GDDR6, PCIe 4.0, 1 HDMI 2.1, 3 DisplayPort 1.4a, Due Ventole Axial-Tech, PSU Consigliata 650W, Supporta Fino a 4 Monitor, GPU Tweak II	315,86	Prime	https://www.amazon.it/ASUS-DisplayPort-Axial-Tech-Consigliata-Supporta/dp/B0974XXKC1/ref=sr_1_69?keywords=gpu&qid=1699547728&sr=8-69	4,5 su 5 stelle	189
NIZEAMI GT210 1GB Schede Grafiche Scheda Video Un 64 Bit per GPU Giochi per PC -I Compatibile VGA Scheda Grafica Un Doppio Schermo Utilizzata	N/A	Non-Prime	https://www.amazon.it/NIZEAMI-Grafiche-Compatibile-Grafica-Utilizzata/dp/B0B9RL9CMS/ref=sr_1_70?keywords=gpu&qid=1699547728&sr=8-70	4,5 su 5 stelle	2
MSI GeForce RTX 4090 SUPRIM X 24G Scheda Video Gaming 24GB GDDR6X, 2625 MHz, PCI Express Gen 4, 384-bit, 3x DP v 1.4a, HDMI 2.1a (Supporta 4K & 8K HDR)	2.096,84	Non-Prime	https://www.amazon.it/MSI-GeForce-RTX-4090-SUPRIM/dp/B09YCBDG6X/ref=sr_1_71?keywords=gpu&qid=1699547728&sr=8-71	4,5 su 5 stelle	200
ASUS ProArt NVIDIA GeForce RTX 4080 OC Edition Scheda Grafica, 16 GB GDDR6X 256-bit 22,4 Gbps PCIE 4.0, GPU Tweak III, PROART-RTX4080-O16G	1.431,03	Non-Prime	https://www.amazon.it/ASUS-GeForce-Grafica-256-bit-PROART-RTX4080-O16G/dp/B0C478WQF5/ref=sr_1_72?keywords=gpu&qid=1699547728&sr=8-72	5,0 su 5 stelle	4
EZDIY-FAB GPU VGA PCIe 8 pin U Turn 180 Gradi Angolo Connettore Scheda Adattatore di Alimentazione per Scheda Grafica Desktop Tipo Inverso 3Pack Bianco	13,99	Non-Prime	https://www.amazon.it/EZDIY-FAB-Connettore-Adattatore-Alimentazione-Grafica/dp/B0B5GJLM9H/ref=sr_1_73?keywords=gpu&qid=1699547728&sr=8-73	4,6 su 5 stelle	665
Cooler Master AMD Radeon R5 230 Kit Supporto per Scheda Grafica Verticale Ver. 2 Incluso Cavo Riser PCIe 4.0 x16-165mm (MCA-U000R-KFVK02)	N/A	Non-Prime	https://www.amazon.it/Cooler-Master-Verticale-x16-165mm-MCA-U000R-KFVK02/dp/B09GBHSVZ8/ref=sr_1_74?keywords=gpu&qid=1699547728&sr=8-74	4,1 su 5 stelle	301
ASUS ROG Strix NVIDIA GeForce RTX 4090 Scheda Grafica Gaming, OpenGL 4.6, 24 GB GDDR6X, PCIe 4.0, HDMI 2.1a, DisplayPort 1.4a, GPU Tweak III, Nero	N/A	Non-Prime	https://www.amazon.it/ASUS-NVIDIA-GeForce-Grafica-DisplayPort/dp/B0BHD8MTST/ref=sr_1_75?keywords=gpu&qid=1699547728&sr=8-75	4,4 su 5 stelle	70
KtbeYTi Supporto per Scheda Grafica in Alluminio Supporto in Alluminio per Scheda Video Nero Supporto GPU Altezza Regolabile per 73-120 mm di Altezza, per Tenere la Scheda Grafica in Posizione	7,99	Non-Prime	https://www.amazon.it/KtbeYTi-Alluminio-GPU-Regolabile-Posizione/dp/B0BN3QHWBX/ref=sr_1_76?keywords=gpu&qid=1699547728&sr=8-76	4,2 su 5 stelle	28
ASUS NVIDIA GeForce RTX 4080 Noctua OC Edition Scheda Grafica, 16 GB GDDR6X 256-bit 22,4 Gbps PCIE 4.0, GPU Tweak III, RTX4080-O16G-NOCTUA	1.730,99	Non-Prime	https://www.amazon.it/ASUS-GeForce-Grafica-256-bit-RTX4080-O16G-NOCTUA/dp/B0BZ1QHDHZ/ref=sr_1_77?keywords=gpu&qid=1699547728&sr=8-77	4,4 su 5 stelle	7
ASUS TUF Gaming NVIDIA GeForce GTX 1650 V2 OC Edition Scheda Video Gaming GDDR6 4GB, PCIe 3.0, HDMI, DisplayPort, Design Compatto, GPU Tweak III, Nero	187,39	Prime	https://www.amazon.it/ASUS-Gaming-GeForce-DisplayPort-Compatto/dp/B0BPYXD75L/ref=sr_1_78?keywords=gpu&qid=1699547728&sr=8-78	4,5 su 5 stelle	472
ASUS ROG Strix LC NVIDIA GeForce RTX 4090 OC Edition Scheda Grafica, 24 GB GDDR6X 384-bit 21 Gbps PCIE 4.0, GPU Tweak III, ROG-STRIX-LC-RTX4090-O24G-GAMING	N/A	Non-Prime	https://www.amazon.it/ASUS-GeForce-Grafica-384-bit-ROG-STRIX-LC-RTX4090-O24G-GAMING/dp/B0C69HPMDJ/ref=sr_1_79?keywords=gpu&qid=1699547728&sr=8-79	4,3 su 5 stelle	9
LINKUP - AVA5 Cavo Riser PCIE 5.0┃Pronto Futuro per Supporto GPU Verticale Gen 5┃Velocità x16 128GB/s con Ritiming del Link e Correzione Errori di Potenza┃PCIE 4.0 Compatibile┃Angolo Retto, Nero 10cm	89,95	Prime	https://www.amazon.it/LINKUP-5-0%E2%94%83Pronto-5%E2%94%83Velocit%C3%A0-Potenza%E2%94%83PCIE-Compatibile%E2%94%83Angolo/dp/B0CC44BR1R/ref=sr_1_80?keywords=gpu&qid=1699547728&sr=8-80	4,5 su 5 stelle	2.003
Iunipusy per scheda grafica GPU, 50 cm, di alimentazione GPU, 10 x 6 pin, PCIE fino a 8 pin (6 + 2), di alimentazione per alimentatore modulare, scheda grafica	11,59	Non-Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToxNDQ3MDU5OTE2ODQxNjc3OjE2OTk1NDc3Mjg6c3BfbXRmOjMwMDA3MDYwNjQ0MjIzMjo6MDo6&url=%2FIunipusy-grafica-alimentazione-alimentatore-modulare%2Fdp%2FB0BP7GHDV4%2Fref%3Dsr_1_81_sspa%3Fkeywords%3Dgpu%26qid%3D1699547728%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	N/A	Disponibilità: solo 6
Gintai Cavo di alimentazione 10 Pin a 8 + 8 Pin per HP DL380 G9 e GPU 50 cm	25,99	Non-Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToxNDQ3MDU5OTE2ODQxNjc3OjE2OTk1NDc3Mjg6c3BfbXRmOjMwMDAyNzQ0NDkyNzczMjo6MDo6&url=%2FGintai-Cavo-alimentazione-Pin-DL380%2Fdp%2FB08725PCJZ%2Fref%3Dsr_1_82_sspa%3Fkeywords%3Dgpu%26qid%3D1699547728%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	N/A	N/A
RX580 8GB GDDR5 Scheda Grafica da Gioco a 256 Bit, Risoluzione 4096x2160 8 Pin Computer PC Gaming Video Scheda Grafica GPU con Doppia Ventola di RaffreddamentoPCI 3.0	150,21	Non-Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToxNDQ3MDU5OTE2ODQxNjc3OjE2OTk1NDc3Mjg6c3BfbXRmOjMwMDAwNTM3NTUwMTIzMjo6MDo6&url=%2FGrafica-Risoluzione-4096x2160-Computer-RaffreddamentoPCI%2Fdp%2FB0BV6KYKKN%2Fref%3Dsr_1_83_sspa%3Fkeywords%3Dgpu%26qid%3D1699547728%26sr%3D8-83-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	5,0 su 5 stelle	1
Dasing Scheda grafica da termica per RTX 3060 3080 3090, scheda grafica di memoria ausiliaria, 90 x 180 mm (4 m)	39,99	Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToxNDQ3MDU5OTE2ODQxNjc3OjE2OTk1NDc3Mjg6c3BfbXRmOjIwMTQxMDEwNDEyNzk4OjowOjo&url=%2FDasing-3060-3080-3090-raffreddamento%2Fdp%2FB09LS99471%2Fref%3Dsr_1_84_sspa%3Fkeywords%3Dgpu%26qid%3D1699547728%26sr%3D8-84-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	4,2 su 5 stelle	7
ASUS DUAL NVIDIA GeForce RTX 4060 Ti OC Edition Scheda Grafica, 16 GB GDDR6 128-bit, OpenGL 4.6, 18 Gbps PCIE 4.0, HDMI, DisplayPort, GPU Tweak III, DUAL-RTX4060TI-O16G	544,80	Non-Prime	https://www.amazon.it/ASUS-GeForce-Grafica-DisplayPort-DUAL-RTX4060TI-O16G/dp/B0CC33B3PZ/ref=sr_1_85?keywords=gpu&qid=1699547728&sr=8-85	5,0 su 5 stelle	3
HHCJ6 Dell NVIDIA Tesla K80 24 GB GDDR5 PCI-E 3.0 Server GPU Acceleratore (rinnovato)	89,00	Non-Prime	https://www.amazon.it/HHCJ6-Dell-NVIDIA-Acceleratore-rinnovato/dp/B07GJ45V3D/ref=sr_1_86?keywords=gpu&qid=1699547728&sr=8-86	3,8 su 5 stelle	82
New NVIDIA Tesla M40 GPU 12 GB 384 bit GDDR5 PCI Express 3.0 x16 3072 CUDA	5.998,00	Non-Prime	https://www.amazon.it/M40-GPU-384-bit-GDDR5-PCI-Express-3-0-x16-3072-CUDA/dp/B07H4VDQCD/ref=sr_1_87?keywords=gpu&qid=1699547728&sr=8-87	N/A	Disponibilità: solo 7
